"date","company_ID","score1","score2","score3","age","province","juridical_form","industry_sector","gross_margin_ratio","core_income_ratio","cash_asset_ratio","consolidated_liabilities_ratio","revenues","cr_available","region","geo_area","last_statement_age","days_to_default","default","profits","log_age","log_revenues","log_profits","sqrt_gmr","month","sin_month","cos_month","month_day","sin_dom","cos_dom","week_day","sin_dow","cos_dow","year"
2021-05-25,"683086400",4,2,"I",6,"PO","SR","Services",0.73972602739726,0.0272108843537415,0.162303664921466,0.602739726027397,294,TRUE,"Toscana","Centre",2,1498,0,217.479452054794,1.94591014905531,5.68697535633982,5.38669196917436,0.860073268621494,5,0.5,-0.866025403784439,25,-0.93775213214708,0.34730525284482,3,0.433883739117558,-0.900968867902419,2021
2020-11-03,"2653135630",7,2,"C",8,"RA","SU","Mechanics",0.091703056768559,-0.211538461538462,0.0297029702970297,0.0786026200873362,156,TRUE,"Emilia-Romagna","North-east",2,1498,0,14.3056768558952,2.19722457733622,5.05624580534831,2.72822379591445,0.302825125722023,11,-0.5,0.866025403784438,3,0.571268215094792,0.820763441207276,3,0.433883739117558,-0.900968867902419,2020
2020-09-10,"7880475810",7,2,"N",9,"RM","SU","Construction",0.835117773019272,0.0589711417816813,0.0952380952380952,0.546038543897216,797,TRUE,"Lazio","Centre",1,1498,0,665.58886509636,2.30258509299405,6.68210859744981,6.50217346170826,0.913847784381662,9,-1,-1.83697019872103e-16,10,0.897804539570742,-0.440394151557634,5,-0.974927912181824,-0.222520933956315,2020
2021-01-26,"6291916770",6,3,"D",4,"SA","SR","Metal",0.537170263788969,-0.0545702592087312,0.00609756097560976,0.381294964028777,758,TRUE,"Campania","South",2,1498,0,407.175059952039,1.6094379124341,6.63200177739563,6.01169615089049,0.732919002202132,1,0.5,0.866025403784439,26,-0.848644257494751,0.528964010326962,3,0.433883739117558,-0.900968867902419,2021
2021-05-10,"3164315880",7,1,"E",0,"MI","SR","Metal",0.302769818529131,0.0564944471269918,0.00865800865800866,0.284622731614136,2071,TRUE,"Lombardia","North-west",1,1498,0,627.03629417383,0,7.63626960337937,6.44259795806866,0.550245234899068,5,0.5,-0.866025403784439,10,0.897804539570742,-0.440394151557634,2,0.974927912181824,-0.222520933956314,2021
2021-07-23,"2450142320",6,3,"G",1,"FR","RS","Logistics",0.738636363636364,0.0208333333333333,0.0625,0.0568181818181818,153,FALSE,"Lazio","Centre",1,1498,0,113.011363636364,0.693147180559945,5.03695260241363,4.73629812444741,0.859439563690411,7,-0.5,-0.866025403784439,23,-0.998716507171053,-0.0506491688387136,6,-0.78183148246803,0.623489801858733,2021
2021-03-24,"2538207960",5,1,"H",21,"TO","SU","Metal",0.489244346387204,0.0670347003154574,0.025844930417495,0.213458356315499,1436,TRUE,"Piemonte","North-west",2,737,1,702.554881412025,3.09104245335832,7.27031288607902,6.55614588546906,0.699460039163928,3,1,6.12323399573677e-17,24,-0.988468324328111,0.151427777504577,4,-0.433883739117558,-0.900968867902419,2021
2021-09-20,"8619362600",7,2,"L",2,"TO","SR","Metal",0.212698412698413,0.0960264900662252,0,0.568253968253968,417,TRUE,"Piemonte","North-west",1,1498,0,88.6952380952382,1.09861228866811,6.03548143252476,4.49641768064598,0.461192381440124,9,-1,-1.83697019872103e-16,20,-0.790775736937699,-0.612105982547663,2,0.974927912181824,-0.222520933956314,2021
2021-09-24,"1268931020",6,1,"G",14,"TV","SU","Metal",0.265,0.0277264325323475,0.271356783919598,0.645,543,TRUE,"Veneto","North-east",1,1498,0,143.895,2.70805020110221,6.29894924685594,4.97600934217503,0.51478150704935,9,-1,-1.83697019872103e-16,24,-0.988468324328111,0.151427777504577,6,-0.78183148246803,0.623489801858733,2021
2021-05-17,"3544263840",4,1,"P",16,"RM","SR","Retail",0.343333333333333,0.259259259259259,0.154696132596685,0.303333333333333,243,FALSE,"Lazio","Centre",2,1498,0,83.4299999999999,2.83321334405622,5.4971682252932,4.43592278868141,0.585946527708231,5,0.5,-0.866025403784439,17,-0.299363122973358,-0.954139256400049,2,0.974927912181824,-0.222520933956314,2021
2022-02-02,"2379544310",5,1,"I",2,"VE","SR","Construction",0.761517615176152,0.0639204545454545,0.118421052631579,0.390243902439024,704,TRUE,"Veneto","North-east",2,1498,0,536.108401084011,1.09861228866811,6.55819780281227,6.28619993835306,0.872649766616683,2,0.866025403784439,0.5,2,0.394355855113319,0.918957811620231,4,-0.433883739117558,-0.900968867902419,2022
2022-03-30,"6900374310",6,1,"H",5,"MO","SR","Retail",0.0250521920668058,0.0130548302872063,0.472803347280335,0.427974947807933,771,TRUE,"Emilia-Romagna","North-east",2,1498,0,19.3152400835073,1.79175946922805,6.64898455002478,3.01137134741107,0.158278842764299,3,1,6.12323399573677e-17,30,-0.201298520088661,0.979529941252494,4,-0.433883739117558,-0.900968867902419,2022
2021-11-05,"3386247370",5,1,"F",15,"MI","SR","Retail",0.288,0.0644722524483134,0.0456375838926174,0.676,3676,FALSE,"Lombardia","North-west",1,1498,0,1058.688,2.77258872223978,8.20985248130127,6.96572980415706,0.53665631459995,11,-0.5,0.866025403784438,5,0.848644257494751,0.528964010326962,6,-0.78183148246803,0.623489801858733,2021
2022-02-16,"4150254780",5,1,"E",17,"BS","SR","Logistics",0.198952879581152,0.00819672131147541,0.00909090909090909,0.591623036649215,371,TRUE,"Lombardia","North-west",2,1498,0,73.8115183246074,2.89037175789616,5.91889385427315,4.31497186142234,0.446041342905736,2,0.866025403784439,0.5,16,-0.101168321987432,-0.994869323391895,4,-0.433883739117558,-0.900968867902419,2022
2021-08-31,"9653242170",4,1,"D",2,"VI","SR","Services",0.464636707194417,0.0125934084914631,0,0.416001808268284,410,TRUE,"Veneto","North-east",2,1498,0,190.501049949711,1.09861228866811,6.01859321449623,5.25489329137179,0.68164265359088,8,-0.866025403784438,-0.5,31,-2.44929359829471e-16,1,3,0.433883739117558,-0.900968867902419,2021
2020-11-18,"19499380",8,3,"C",3,"BR","SR","Retail",0.226190476190476,0.015,0,0.785714285714286,200,TRUE,"Puglia","South",2,809,1,45.2380952380952,1.38629436111989,5.30330490805908,3.8338040305679,0.475594865605671,11,-0.5,0.866025403784438,18,-0.485301962531081,-0.874346616144582,4,-0.433883739117558,-0.900968867902419,2020
2022-02-15,"7909797980",9,3,"E",5,"RM","RS","Services",0.583333333333333,-0.0916030534351145,0.125,0,131,FALSE,"Lazio","Centre",4,1498,0,76.4166666666666,1.79175946922805,4.88280192258637,4.34920208902584,0.763762615825973,2,0.866025403784439,0.5,15,0.101168321987433,-0.994869323391895,3,0.433883739117558,-0.900968867902419,2022
2020-07-23,"7920057310",8,1,"D",2,"MI","SP","Services",0.145048814504881,-0.167941585535466,0.0356970574047275,0.0516039051603905,3400,TRUE,"Lombardia","North-west",2,1498,0,493.165969316595,1.09861228866811,8.1318247850072,6.20287143103906,0.380852746484624,7,-0.5,-0.866025403784439,23,-0.998716507171053,-0.0506491688387136,5,-0.974927912181824,-0.222520933956315,2020
2021-03-16,"3626947260",8,3,"H",3,"CE","SR","Retail",0.101156069364162,0.0275590551181102,0.0372549019607843,0.215799614643545,1270,TRUE,"Campania","South",2,1498,0,128.468208092486,1.38629436111989,7.14755927118945,4.86343535364486,0.318050419531498,3,1,6.12323399573677e-17,16,-0.101168321987432,-0.994869323391895,3,0.433883739117558,-0.900968867902419,2021
2021-03-19,"4744263740",8,1,"D",15,"CO","SR","Consumer Goods",0.300204918032787,0.0151734104046243,0.119148936170213,0.177254098360656,1527,TRUE,"Lombardia","North-west",2,1498,0,458.412909836066,2.77258872223978,7.33171496972647,6.12994939137532,0.547909589287126,3,1,6.12323399573677e-17,19,-0.651372482722222,-0.758758122692791,6,-0.78183148246803,0.623489801858733,2021
2021-10-15,"5833351850",4,3,"N",7,"LT","RS","Services",0.5703125,0.0114942528735632,0.311475409836066,0.6328125,174,TRUE,"Lazio","Centre",2,1498,0,99.234375,2.07944154167984,5.16478597392351,4.60751119369006,0.755190373349661,10,-0.866025403784439,0.5,15,0.101168321987433,-0.994869323391895,6,-0.78183148246803,0.623489801858733,2021
2021-03-08,"2047002760",8,3,"C",5,"RM","RS","Retail",0.226495726495726,-0.0555555555555556,0.0598290598290598,0.0512820512820513,234,TRUE,"Lazio","Centre",2,1498,0,52.9999999999999,1.79175946922805,5.45958551414416,3.98898404656427,0.475915671622322,3,1,6.12323399573677e-17,8,0.998716507171053,-0.0506491688387126,2,0.974927912181824,-0.222520933956314,2021
2021-11-25,"7928620110",8,1,"E",13,"MI","SR","Construction",0.527562642369021,0.0843989769820972,0.0106382978723404,0.309339407744875,2737,TRUE,"Lombardia","North-west",2,1498,0,1443.93895216401,2.63905732961526,7.91498300584839,7.27582235201671,0.726335075821773,11,-0.5,0.866025403784438,25,-0.93775213214708,0.34730525284482,5,-0.974927912181824,-0.222520933956315,2021
2021-10-22,"5862878190",6,3,"G",2,"PA","SR","Construction",0.987341772151899,0.183035714285714,0.351351351351351,0.620253164556962,224,TRUE,"Sicilia","Islands",2,1498,0,221.164556962025,1.09861228866811,5.41610040220442,5.40341835486067,0.99365072945774,10,-0.866025403784439,0.5,22,-0.968077118866204,-0.250652532258721,6,-0.78183148246803,0.623489801858733,2021
2021-08-13,"9020064920",4,1,"G",13,"VR","SR","Services",0.37953795379538,0.181818181818182,0.113970588235294,0.333333333333333,220,TRUE,"Veneto","North-east",1,1498,0,83.4983498349836,2.63905732961526,5.39816270151775,4.43673200559237,0.616066517346447,8,-0.866025403784438,-0.5,13,0.485301962531081,-0.874346616144582,6,-0.78183148246803,0.623489801858733,2021
2022-04-28,"4595159120",6,2,"I",5,"MC","RS","Services",0.387387387387387,0.102739726027397,0.0606060606060606,0.81981981981982,292,TRUE,"Marche","Centre",2,461,1,113.117117117117,1.79175946922805,5.68017260901707,4.7372252641713,0.622404520699671,4,0.866025403784439,-0.5,28,-0.571268215094792,0.820763441207276,5,-0.974927912181824,-0.222520933956315,2022
2021-05-14,"5476448860",6,2,"I",2,"RM","SR","Services",1.24933687002653,0.0519962859795729,0.018716577540107,0.214854111405836,1077,TRUE,"Lazio","Centre",2,541,1,1345.53580901857,1.09861228866811,6.98286275146894,7.20529050604477,1.11773738866808,5,0.5,-0.866025403784439,14,0.299363122973358,-0.954139256400049,6,-0.78183148246803,0.623489801858733,2021
2022-05-05,"6314947210",4,1,"N",16,"MI","SR","Construction",0.548936170212766,0.0121381886087768,0.222547584187408,0.672340425531915,1071,TRUE,"Lombardia","North-west",2,1498,0,587.910638297872,2.83321334405622,6.97728134163075,6.37827445448064,0.740902267652601,5,0.5,-0.866025403784439,5,0.848644257494751,0.528964010326962,5,-0.974927912181824,-0.222520933956315,2022
2021-01-28,"8459283000",6,1,"H",12,"FI","SR","Metal",0.311127744510978,0.00322486074464966,0.0662148070907195,0.168662674650699,3236,TRUE,"Toscana","Centre",2,588,1,1006.80938123752,2.56494935746154,8.08240225392624,6.91553432483338,0.55778826135997,1,0.5,0.866025403784439,28,-0.571268215094792,0.820763441207276,5,-0.974927912181824,-0.222520933956315,2021
2021-11-08,"3053422890",7,3,"I",2,"FR","SR","Logistics",0.811111111111111,0.0717391304347826,0.0155902004454343,0.197777777777778,462,FALSE,"Lazio","Centre",1,86,1,374.733333333333,1.09861228866811,6.13772705408623,5.92887967191636,0.900617072407086,11,-0.5,0.866025403784438,8,0.998716507171053,-0.0506491688387126,2,0.974927912181824,-0.222520933956314,2021
2021-06-28,"8429994180",6,1,"I",17,"PD","SU","Retail",0.247409863240779,0.0273766546329723,0.0360655737704918,0.317447161210112,3356,TRUE,"Veneto","North-east",2,1498,0,830.307501036054,2.89037175789616,8.11880299698004,6.72299976375635,0.497403119452199,6,1.22464679914735e-16,-1,28,-0.571268215094792,0.820763441207276,2,0.974927912181824,-0.222520933956314,2021
2021-11-03,"2543007590",5,1,"P",11,"TO","SR","Metal",0.21840490797546,-0.0623127621330138,0.181156121984524,0.705930470347648,1719,TRUE,"Piemonte","North-west",1,1498,0,375.438036809816,2.484906649788,7.4500795698075,5.93075345682933,0.467338108841404,11,-0.5,0.866025403784438,3,0.571268215094792,0.820763441207276,4,-0.433883739117558,-0.900968867902419,2021
2021-03-16,"5914940570",6,3,"C",9,"BN","SR","Logistics",0.715909090909091,-0.0865384615384615,0.0769230769230769,0.170454545454545,208,TRUE,"Campania","South",2,1498,0,148.909090909091,2.30258509299405,5.34233425196481,5.01002904976123,0.84611411222665,3,1,6.12323399573677e-17,16,-0.101168321987432,-0.994869323391895,3,0.433883739117558,-0.900968867902419,2021
2021-05-14,"2502290000",5,3,"H",11,"PE","SU","Construction",0.231884057971014,0.104712041884817,0.152542372881356,0.376811594202899,382,TRUE,"Abruzzo","South",2,1498,0,88.5797101449273,2.484906649788,5.94803498918065,4.49512884506201,0.481543412343076,5,0.5,-0.866025403784439,14,0.299363122973358,-0.954139256400049,6,-0.78183148246803,0.623489801858733,2021
2022-04-05,"3343371700",5,1,"N",13,"BO","SR","Logistics",0.722713864306785,0.0054249547920434,0.262068965517241,0.572271386430678,553,TRUE,"Emilia-Romagna","North-east",2,1498,0,399.660766961652,2.63905732961526,6.31716468674728,5.9931151015973,0.850125793225206,4,0.866025403784439,-0.5,5,0.848644257494751,0.528964010326962,3,0.433883739117558,-0.900968867902419,2022
2022-07-26,"8295793310",5,1,"H",7,"LU","SC","Agriculture",0.214545454545455,0.118380062305296,0.346007604562738,0.4,358,FALSE,"Toscana","Centre",1,1498,0,76.8072727272729,2.07944154167984,5.88332238848828,4.35423490660038,0.463190516467528,7,-0.5,-0.866025403784439,26,-0.848644257494751,0.528964010326962,3,0.433883739117558,-0.900968867902419,2022
2021-02-17,"5746548040",7,2,"L",3,"RE","RS","Services",0.272727272727273,0,0.5,0.0909090909090909,12,FALSE,"Emilia-Romagna","North-east",2,1498,0,3.27272727272728,1.38629436111989,2.56494935746154,1.45225232891169,0.522232967867094,2,0.866025403784439,0.5,17,-0.299363122973358,-0.954139256400049,4,-0.433883739117558,-0.900968867902419,2021
2021-12-20,"8145332570",8,1,"F",31,"VA","SR","Mechanics",0.224203187250996,0.015522304572787,0.00219860754855258,0.500896414342629,6964,TRUE,"Lombardia","North-west",1,1498,0,1561.35099601594,3.46573590279973,8.8486528862139,7.35394701451346,0.473500989704347,12,-2.44929359829471e-16,1,20,-0.790775736937699,-0.612105982547663,2,0.974927912181824,-0.222520933956314,2021
2021-02-05,"3885714470",7,2,"C",2,"VR","SR","Services",1.25316455696203,0.141891891891892,0.120689655172414,0.30379746835443,148,TRUE,"Veneto","North-east",3,267,1,185.46835443038,1.09861228866811,5.00394630594546,5.22826154334792,1.11944832706205,2,0.866025403784439,0.5,5,0.848644257494751,0.528964010326962,6,-0.78183148246803,0.623489801858733,2021
2021-01-19,"4459445360",5,1,"G",35,"LE","SR","Retail",0.25712791001831,0.00808687615526802,0.00690250215703192,0.436829714883599,4328,TRUE,"Puglia","South",1,1498,0,1112.84959455925,3.58351893845611,8.37309184744198,7.0155773975114,0.507077814559373,1,0.5,0.866025403784439,19,-0.651372482722222,-0.758758122692791,3,0.433883739117558,-0.900968867902419,2021
2020-12-10,"6630114430",6,2,"N",8,"AQ","SR","Construction",0.532924107142857,0.0136798905608755,0.0267686424474187,0.123325892857143,2102,TRUE,"Abruzzo","South",1,1498,0,1120.20647321429,2.19722457733622,7.6511201757027,7.02216059274372,0.730016511554949,12,-2.44929359829471e-16,1,10,0.897804539570742,-0.440394151557634,5,-0.974927912181824,-0.222520933956315,2020
2022-05-11,"6485402610",5,1,"F",10,"MI","SR","Metal",0.446653144016227,0.00940684609354586,0.134808853118712,0.76551724137931,3852,TRUE,"Lombardia","North-west",2,1498,0,1720.50791075051,2.39789527279837,8.25660734462616,7.45095587803407,0.668321138387996,5,0.5,-0.866025403784439,11,0.790775736937699,-0.612105982547663,4,-0.433883739117558,-0.900968867902419,2022
2022-03-11,"2192818180",4,1,"I",12,"LU","SC","Construction",0.444866920152091,0.219858156028369,0.0592885375494071,0.281368821292776,282,FALSE,"Toscana","Centre",2,1498,0,125.45247148289,2.56494935746154,5.64544689764324,4.83986651806447,0.666983448184504,3,1,6.12323399573677e-17,11,0.790775736937699,-0.612105982547663,6,-0.78183148246803,0.623489801858733,2022
2022-05-12,"2830023460",7,2,"D",18,"CE","SR","Retail",0.0773109243697479,0.0854430379746835,0.031304347826087,0.589915966386555,318,TRUE,"Campania","South",2,459,1,24.5848739495798,2.94443897916644,5.76519110278484,3.24200131551362,0.278048420908567,5,0.5,-0.866025403784439,12,0.651372482722222,-0.758758122692791,5,-0.974927912181824,-0.222520933956315,2022
2021-02-02,"4967111770",8,2,"F",11,"TO","SR","Retail",0.107095046854083,0.0127253446447508,0.0821114369501466,0.404283801874163,943,TRUE,"Piemonte","North-west",2,1498,0,100.9906291834,2.484906649788,6.8501261661455,4.62488093831292,0.327253795782544,2,0.866025403784439,0.5,2,0.394355855113319,0.918957811620231,3,0.433883739117558,-0.900968867902419,2021
2020-09-23,"6933186750",10,2,"E",2,"VE","SR","Logistics",0.48780487804878,0.4,0.551724137931034,0.658536585365854,41,TRUE,"Veneto","North-east",3,1498,0,20,1.09861228866811,3.73766961828337,3.04452243772342,0.698430295769578,9,-1,-1.83697019872103e-16,23,-0.998716507171053,-0.0506491688387136,4,-0.433883739117558,-0.900968867902419,2020
2021-10-23,"4264155250",5,1,"H",21,"MI","SU","Construction",0.408955223880597,0.0136570561456753,0.129181084198385,0.419900497512438,1337,TRUE,"Lombardia","North-west",1,1498,0,546.773134328358,3.09104245335832,7.19893124068817,6.30586121277924,0.639496070262044,10,-0.866025403784439,0.5,23,-0.998716507171053,-0.0506491688387136,7,-2.44929359829471e-16,1,2021
2021-10-18,"322928990",5,2,"I",3,"CH","SR","Retail",0.262054507337526,0.0121244069583553,0.21264367816092,0.411949685534591,1897,TRUE,"Abruzzo","South",1,1498,0,497.117400419287,1.38629436111989,7.54855597916987,6.21083579305528,0.511912597361626,10,-0.866025403784439,0.5,18,-0.485301962531081,-0.874346616144582,2,0.974927912181824,-0.222520933956314,2021
2020-11-26,"1002052100",5,1,"O",22,"MI","SR","Construction",0.120176405733186,0.0213675213675214,0.00672043010752688,0.144432194046307,702,TRUE,"Lombardia","North-west",1,1498,0,84.3638368246966,3.13549421592915,6.55535689181067,4.44692255472626,0.34666468775055,11,-0.5,0.866025403784438,26,-0.848644257494751,0.528964010326962,5,-0.974927912181824,-0.222520933956315,2020
2020-09-11,"9446230060",4,1,"P",33,"BG","SR","Services",0.695961995249406,0.0511627906976744,0.529209621993127,0.693586698337292,504,TRUE,"Lombardia","North-west",1,1498,0,350.764845605701,3.52636052461616,6.22455842927536,5.86296290009522,0.834243366919633,9,-1,-1.83697019872103e-16,11,0.790775736937699,-0.612105982547663,6,-0.78183148246803,0.623489801858733,2020
2021-04-20,"4401161620",9,1,"H",32,"PD","SR","Retail",0.0657439446366782,-0.0427875992826031,0.0146520146520147,0.420415224913495,3903,TRUE,"Veneto","North-east",2,1498,0,256.598615916955,3.49650756146648,8.26975694753298,5.55140262122258,0.256405820208275,4,0.866025403784439,-0.5,20,-0.790775736937699,-0.612105982547663,3,0.433883739117558,-0.900968867902419,2021
2022-05-16,"3293051360",10,3,"A",9,"RM","SR","Construction",0.457290586725803,0.0688915656160738,0,0.369088503259972,584,TRUE,"Lazio","Centre",2,1498,0,267.057702647869,2.30258509299405,6.37161184723186,5.5912022657229,0.676232642458055,5,0.5,-0.866025403784439,16,-0.101168321987432,-0.994869323391895,2,0.974927912181824,-0.222520933956314,2022
2021-05-10,"2388850990",6,2,"E",11,"BG","SR","Construction",0.261351636747624,0.269758637008992,0.0121500264131009,0.668954593453009,1791,TRUE,"Lombardia","North-west",2,1498,0,468.080781414995,2.484906649788,7.49108759353488,6.15077499543738,0.51122562215486,5,0.5,-0.866025403784439,10,0.897804539570742,-0.440394151557634,2,0.974927912181824,-0.222520933956314,2021
2020-09-08,"1357855420",4,1,"P",18,"RC","SR","Electronics",0.444409047467346,0.0946353224834238,0.155448717948718,0.711054475947754,3337,TRUE,"Calabria","South",2,1498,0,1482.99299139853,2.94443897916644,8.11312710422178,7.3024917009389,0.666640118405235,9,-1,-1.83697019872103e-16,8,0.998716507171053,-0.0506491688387126,3,0.433883739117558,-0.900968867902419,2020
2021-10-31,"9123186260",6,1,"H",31,"TO","SP","Electronics",0.215882874889086,-0.00664231152441049,0.1137874981528,0.583850931677019,6036,TRUE,"Piemonte","North-west",1,1498,0,1303.06903283052,3.46573590279973,8.70566247879643,7.17324468037257,0.464631977901958,10,-0.866025403784439,0.5,31,-2.44929359829471e-16,1,1,0.78183148246803,0.623489801858734,2021
2022-03-31,"1629071010",5,2,"O",4,"CZ","SR","Services",0.233236151603499,0.0298507462686567,0.0462962962962963,0.784256559766764,203,TRUE,"Calabria","South",2,1498,0,47.3469387755103,1.6094379124341,5.31811999384422,3.87840290604816,0.482945288416296,3,1,6.12323399573677e-17,31,-2.44929359829471e-16,1,5,-0.974927912181824,-0.222520933956315,2022
2020-11-10,"3932789280",8,1,"D",18,"RM","SR","Publishing",0.201866977829638,0.0777777777777778,0.02,0.515752625437573,266,TRUE,"Lazio","Centre",2,1498,0,53.6966161026837,2.94443897916644,5.58724865840025,4.00180184467493,0.449296091491611,11,-0.5,0.866025403784438,10,0.897804539570742,-0.440394151557634,3,0.433883739117558,-0.900968867902419,2020
2022-03-01,"7329354470",10,3,"B",21,"BO","SR","Services",0.464636707194417,0.0125934084914631,0,0.416001808268284,410,TRUE,"Emilia-Romagna","North-east",2,1498,0,190.501049949711,3.09104245335832,6.01859321449623,5.25489329137179,0.68164265359088,3,1,6.12323399573677e-17,1,0.20129852008866,0.979529941252494,3,0.433883739117558,-0.900968867902419,2022
2022-01-16,"1849238650",9,1,"C",18,"CB","SR","Construction",0.13258012451003,0.0363300492610837,0.00616740088105727,0.239335946506802,2010,TRUE,"Molise","South",4,1498,0,266.48605026516,2.94443897916644,7.60638738977265,5.58906741643482,0.364115537309286,1,0.5,0.866025403784439,16,-0.101168321987432,-0.994869323391895,1,0.78183148246803,0.623489801858734,2022
2021-07-19,"2417598140",6,2,"E",3,"RM","SR","Services",0.0608899297423888,0.022140221402214,0.287292817679558,0.0515222482435597,542,FALSE,"Lazio","Centre",2,1498,0,33.0023419203747,1.38629436111989,6.29710931993394,3.52642940225506,0.246758849369964,7,-0.5,-0.866025403784439,19,-0.651372482722222,-0.758758122692791,2,0.974927912181824,-0.222520933956314,2021
2022-05-20,"391656820",5,2,"F",4,"GE","RS","Retail",0.630434782608696,0.414634146341463,0.0833333333333333,0.641304347826087,412,TRUE,"Liguria","North-west",2,275,1,259.739130434783,1.6094379124341,6.02344759296103,5.56352040723936,0.793999233380421,5,0.5,-0.866025403784439,20,-0.790775736937699,-0.612105982547663,6,-0.78183148246803,0.623489801858733,2022
2022-02-09,"3717610440",6,1,"G",10,"PU","SU","Electronics",0.210588235294118,0.00667655786350148,0.0593809222994315,0.317647058823529,1364,TRUE,"Marche","Centre",2,1498,0,287.242352941177,2.39789527279837,7.21890970761906,5.66380162953855,0.458898937996285,2,0.866025403784439,0.5,9,0.968077118866204,-0.25065253225872,4,-0.433883739117558,-0.900968867902419,2022
2020-10-21,"8664592450",4,1,"G",16,"BG","SR","Services",0.10958904109589,0.00802568218298555,0.372159090909091,0.907397260273973,623,TRUE,"Lombardia","North-west",1,1498,0,68.2739726027395,2.83321334405622,6.43615036836943,4.23806925993159,0.331042355440947,10,-0.866025403784439,0.5,21,-0.897804539570742,-0.440394151557634,4,-0.433883739117558,-0.900968867902419,2020
